prompt_idx,prompt,seed,baseline_steps,coarse_steps,dynamic_steps,time_baseline_s,time_coarse_s,time_dynamic_s,clip_baseline,clip_coarse,clip_dynamic,lpips_baseline,lpips_coarse,lpips_dynamic,img_baseline,img_coarse,img_dynamic,frames_baseline,frames_coarse,frames_dynamic
0,"A cinematic photo of a golden retriever wearing a red bandana, shallow depth of field",23,50,25,50,36.57967061299996,20.558655715999976,34.01707833099999,0.3654038906097412,0.37560492753982544,0.3654038906097412,,,,/content/sd_experiments/img_baseline_prompt0_seed23.png,/content/sd_experiments/img_coarse_prompt0_seed23.png,/content/sd_experiments/img_dynamic_prompt0_seed23.png,/content/sd_experiments/baseline_prompt0_seed23_frame0.png;/content/sd_experiments/baseline_prompt0_seed23_frame1.png;/content/sd_experiments/baseline_prompt0_seed23_frame2.png,/content/sd_experiments/coarse_prompt0_seed23_frame0.png;/content/sd_experiments/coarse_prompt0_seed23_frame1.png;/content/sd_experiments/coarse_prompt0_seed23_frame2.png,/content/sd_experiments/dynamic_prompt0_seed23_frame0.png;/content/sd_experiments/dynamic_prompt0_seed23_frame1.png;/content/sd_experiments/dynamic_prompt0_seed23_frame2.png
0,"A cinematic photo of a golden retriever wearing a red bandana, shallow depth of field",42,50,25,50,34.90670940699965,19.937115132000145,34.53175854500023,0.3560726046562195,0.36827677488327026,0.3560726046562195,,,,/content/sd_experiments/img_baseline_prompt0_seed42.png,/content/sd_experiments/img_coarse_prompt0_seed42.png,/content/sd_experiments/img_dynamic_prompt0_seed42.png,/content/sd_experiments/baseline_prompt0_seed42_frame0.png;/content/sd_experiments/baseline_prompt0_seed42_frame1.png;/content/sd_experiments/baseline_prompt0_seed42_frame2.png,/content/sd_experiments/coarse_prompt0_seed42_frame0.png;/content/sd_experiments/coarse_prompt0_seed42_frame1.png;/content/sd_experiments/coarse_prompt0_seed42_frame2.png,/content/sd_experiments/dynamic_prompt0_seed42_frame0.png;/content/sd_experiments/dynamic_prompt0_seed42_frame1.png;/content/sd_experiments/dynamic_prompt0_seed42_frame2.png
