game_id,moves,num_moves
22512,d4 d5 c4 e6 Nc3 c6 c5 Nf6 Bf4 b6 b4 bxc5 bxc5 Ba6 e3 Be7 Bxa6 Nxa6 Nge2 Nc7 O-O O-O h3 Nd7 Bg3 Re8 f4 Bf6 Be1 Nf8 Bd2 Ng6 g4 Bh4 Be1 a5 Kh2 Na6 Rg1 Bxe1 Qxe1 Nb4 Rc1 f5 Qd2 fxg4 Rxg4 Ne7 a3 Na6 Rcg1 Nf5 Ng3 Re7 Nxf5 exf5 Rg5 Raa7 Ne2 Qe8 Ng3 Rxe3 Nxf5 Re2+ Qxe2 Qxe2+,66
22513,e4 c6 Nc3 d5 f4 dxe4 Nxe4 Bf5 Nc3 e6 Nf3 Bc5 d4 Bb6 Bc4 Ne7 Ne5 O-O g4 Bg6 O-O f6 Nf3 Bf7 Kg2 Nd5 Nxd5 exd5 Bb3 Nd7 c3 Qc7 Bd2 c5 dxc5 Nxc5 Qc2 Bg6 Qc1 Nd3 Qd1 Nxb2 Qe2 Bd3 Qe1 Bxf1+ Qxf1 Nc4 Bxc4 dxc4 Nd4 Bxd4 cxd4 Qc6+ Qf3 c3 Qxc6 bxc6 Bxc3 Rab8 Rd1 Rfd8 Rd2 Rd5 Kf3 a5 a3 a4 Bb4 Rbd8 Bc5 Rxc5 Ke4 Rc4 Rd3 c5 g5 Rcxd4+ Rxd4 Rxd4+ Ke3 Rd5 gxf6 gxf6 h4 Rd4 f5 Kf7 Kf3 Ke7 h5 Kd6 h6 Ke5 Ke3 Kxf5 Kf3 Ke5 Ke3 Kd5 Kf3 Kc4 Ke3 Kb3 Kf3 Kxa3 Ke3 Kb4 Kf3 a3 Ke3 a2 Kf3 a1=Q Ke3 Qa3+,116
22514,Nf3 d5 d4 Nf6 c4 c6 cxd5 cxd5 Qc2 Bg4 Ne5 Bh5 Bg5 Bg6 Qb3 Qb6 Qxb6 axb6 e3 Nc6 Bb5 Rc8 Nc3 e6 Rc1 Bb4 a3 Bxc3+ Rxc3 O-O Bxc6 bxc6 Nxc6 Ne4 Ne7+ Kh8 Rxc8,37
22515,d4 d6 Nf3 g6 Bf4 Bg7 e3 e6 h4 Ne7 Bg5 h6 Bf4 f5 Bg3 Nbc6 c3 e5 Nbd2 O-O Bc4+ Kh7 Ng5+ Kh8 Nf7+ Rxf7 Bxf7 d5 h5 g5 Kf1 f4 exf4 exf4 Bh2 Bf5 Nf3 Qd7 Qb3 Rf8 Bg6 Bg4 Re1 Nxg6 hxg6 Bxf3 gxf3 Qf5 Qxb7 Rf6 Qxc7 Qd3+ Kg1 Qxf3 Re8+ Bf8 Rxf8+ Rxf8 Qxc6 Qg4+ Kf1 Qd1+ Kg2 Qg4+ Bg3 fxg3 Rxh6+ Kg7 Rh7+ Kg8 Qxd5+,71
22516,d4 e6 c4 d6 Nf3 Bd7 e4 Be7 Nc3 Nf6 Bd3 Nc6 Be3 h6 h3 g5 O-O g4 hxg4 Nxg4 Nd2 Nxe3 fxe3 h5 Kf2 h4 Ke2 Nb4 Rh1 Nxd3 Kxd3 a6 Qf3 Bf6 e5 dxe5 dxe5 Bxe5 Qxb7 Rb8 Qxa6 Bc8+ Ke4 Bxa6 Kxe5 f6+ Kf4 e5+ Kf3 Bb7+ Ke2 Bxg2 Rhg1 h3 Nf3 Qd7 Rad1 Qe7 Nd5 Qg7 Nxc7+ Kf7 Rd7+ Kg6 Rxg7+ Kxg7 Ne6+ Kf7 Nc5 Rbg8 Nd3 h2 Rxg2 h1=Q Nf2 Qxg2 Ke1 Rh2,78
22517,e4 g6 Nc3 Bg7 a3 c6 Bb5 h6 Bc4 Rh7 d3 Qb6 Be3 Qxb2 Nce2 Qxa1 Qxa1 Bxa1 Nf3 Bb2 O-O Bxa3 h3 Bb2 c3 b5 Bb3 a5 Rb1 a4 Bxf7+ Rxf7 Rxb2 a3 Ra2 Na6 Nc1 b4 cxb4 Nxb4 Ra1 a2 Nb3 Nxd3 Bd4 d6 Bb6 c5 Ba5 c4 Nbd4 Rxa5 Nc6 Ra6 Nd2 Nb4 Nxb4 Ra4 Nxa2 c3 Nb1 c2 Nbc3 Ra3 Rc1 Be6 Rxc2 Bxa2 Rxa2 Rxa2 Nxa2 Kf8 Nc3 Kg7 Nd5 Rf8 Nf4 Rd8 Ne6+ Kf7 Nxd8+ Ke8 Nc6 Kd7 Nd4 d5 Nf3 dxe4 Nd2 e3 fxe3 e6 Kf2 Nf6 Kf3 Ne4 Kxe4 e5 Kxe5 g5 Kf6 g4 hxg4 h5 Kg5 hxg4 Kxg4,107
22518,b3 d5 Bb2 Nf6 e3 Nc6 Bxf6 e5 Bh4 Qxh4,10
22519,d4 Nf6 Nf3 e6 Bg5 d5 Bh4 Be7 e3 Nbd7 Nbd2 O-O Bd3 c5 c3 c4 Bb1 a6 Qc2 b5 Ne5 g6 Nxd7 Nxd7 Bxe7 Qxe7 h4 f5 h5 g5 Nf3 h6 g3 Nf6 Ne5 Nd7 Ng6 Qf7 Nxf8 Qxf8 Qe2 Nf6 Qf3 Qd6 Bc2 Bd7 O-O-O Rf8 Rdg1 Ne4 Bxe4 fxe4 Qg2 Be8 g4 Qe7 Rh2 Kh7 Qg3 Bd7 Qe5 Qf6 Qxf6 Rxf6 Rgg2 Rf3 Kd2 Be8 Ke1 Bf7 Ke2 Be8 Rg3 Rf7 f3 Bc6 fxe4 dxe4 Rf2 Rxf2+ Kxf2 Kg7 Rg1 Bd7 Kg3 Bc6 Rf1 Bd7 b3 Be8 bxc4 bxc4 Rb1 Bb5 Rb4 Kf6 a4 Ke7 axb5 axb5 Rxb5 Kd6 Re5 Kc6 Rxe6+ Kd5 Rxh6,107
22520,e4 b6 d4 Bb7 Nc3 f5 Bd3 fxe4 Bxe4 Bxe4 Nxe4 d5 Ng3 Nc6 Nf3 Nf6 O-O Qd7 Re1 O-O-O Ne5 Nxe5 dxe5 Ne8 Qf3 e6 Ne2 c6 Nd4 Kb7 a4 Nc7 b4 Bxb4 c3 Bc5 Ba3 Bxa3 Rxa3 c5 Nc2 Rhf8 Qe2 Rf5 a5 Rdf8 axb6 axb6 Rf1 Qf7 Ne1 Rxf2 Rxf2 Qxf2+ Qxf2 Rxf2 Kxf2 d4 cxd4 cxd4 Rd3 Nd5 Rxd4 Nc3 Rg4 Nd5 Rxg7+ Kc6 Rxh7 b5 Rh6 b4 Rxe6+ Kc5 Rd6 Nc3 Rd8 b3 Rc8+ Kb4 Nd3+ Ka3 Rxc3,83
22521,e4 c5 Nc3 g6 Bc4 Bg7 d3 d6 Qf3 e6 Nge2 Bd7 g4 Ne7 h4 Nbc6 a3 Ne5 Qg3 Nxc4 dxc4 O-O h5 Be5 Qh3 f5 hxg6 Nxg6 Qxh7#,29
22522,e4 e5 Nc3 Nf6 Nf3 Nc6 Bc4 d6 h3 g6 d3 Bg7 Bg5 O-O Nh2 h6 Be3 Nd4 Qd2 a5 a4 Be6 Rc1 Bxc4 dxc4 c5 Bxh6 Bxh6 Qxh6 Nh7 Nd5 Qg5 Qxg5 Nxg5 Ng4 Nxe4 c3 Nc6 f3 Ng5 h4 Ne6 h5 g5 Ndf6+ Kh8 h6 Ne7 h7 Ng6 Rd1 Rad8 Ne4 Nef4 Kf2 Nh4 g3 Nh3+ Rxh3 Nxf3 Kxf3 f5 Nxe5 fxe4+ Kxe4 Rde8 Rxd6 Rf2 Rhh6 Rxb2 Kd5 Rd2+ Kxc5 Rxe5+ Rd5 Rdxd5+ cxd5 Re3 d6 Rxc3+ Kb6 Rb3+ Kc7 Rc3+ Kxb7 Rd3 Kc7 Rxg3 d7 Rd3 d8=Q+ Rxd8 Kxd8 g4 Ke7 g3 Kf7 g2 Rg6 Kxh7 Rxg2,101
22523,e3 d6 Nf3 Qd7 d4 d5 c3 Qd8 b3 Nf6 c4 Nfd7 cxd5 e5 dxe5 Nxe5 Nxe5 f5 Nf3 f4 exf4 Qe7+ Kd2 Qd8 Nc3 Na6 Rb1 Rb8 Rb2 b6 a4 Rb7 b4 Nxb4 Rxb4 b5 Nxb5 c6 Rc4 cxb5 Rc3 bxa4 Nd4 g5 fxg5 h5 f3 Rg8 g4 Rxg5 gxh5 a5 Ra3 Rb1 Rc3 Rxc1 Rxc1 Rxh5 Ra1 a3 Rxa3 a4 Rxa4 Qxd5 Rb4 Qd8 f4 Ba6 Bxa6 Bxb4+ Kd3,71
22524,e4 e5 d3 Nc6 f3 Nf6 Nh3 g5 Nxg5 h6 Ne6 dxe6 g4 Na5 Na3 Bd7 c3 c5 c4 a6 Nc2 b5 cxb5 axb5 Ne3 Bc6 Nc2 Qb6 Na3 O-O-O Be2 Bg7 O-O c4+ d4 Rh7 b4 Nh5 bxa5 Qxa5 Nxc4 Qa8 Nxe5 Be8 Nd3 f6 Nf4 Nxf4 Bxb5 Ng6 Bxe8 Rxe8 Qc2+ Kd8 Qd2 Bf8 Qf4 Rf7 e5 fxe5 dxe5 Rxf4 g5 hxg5 h3 Ne7 Rf2 Ng6 Rg2 Rf5 Rd2+ Ke7 Rd1 Rxf3 Bxg5+ Kf7 Bc1 Nxe5 h4 Ng6 h5 Nh4 h6 Bxh6 Kh2 Bg7 Rb1 e5 Kg1 Rf6 Kh2 Nf5 Kg1 Rg6+ Kf2 Nd4 Ke3 Nc6 Ke4 Bh6 Bxh6 Rxh6 Kf5 Kg7 Kg5 Rd6 Kf5 Kh6 Rxd6+ Kg7 Rxc6 Rc8 Rxc8 Qxc8+ Kxe5 Kf7 Kd6 Qd8+ Kc6 Qe8+ Kc7 Qe6 Kb7 Ke7 a4 Qd7+ Kb6 Qxa4 Rb5 Qh4 Re5+ Kf6 Rc5 Ke6 Rc6+ Kf5 Rc5+ Kg4 Rc4+ Kh3 Rxh4+ Kxh4,142
22525,Nf3 Nc6 g3 e5 Bg2 e4 Ng1 d5 d3 exd3 cxd3 Nf6 Nc3 d4 Ne4 Nxe4 Bxe4 Bb4+ Bd2 O-O Bxc6 Bxd2+ Qxd2 bxc6 Nf3 c5 Rc1 Qe7 Qc2 Re8 Ng1 Bg4 f3 Bh5 Qxc5 Qxc5 Rxc5 Rab8 Rxh5 Rxb2 Kf2 Rxa2 Rc5 a5 Rxc7 a4 Ra7 a3 h4 h5 g4 hxg4 fxg4 Re3 Rh3 Re6 Rf3 f6 Rf4 Rd6 Ra4 Rb6 Rfxd4 Rb1 Nf3 Rbb2 Re4 Ra1 Nd4 a2 Re8+ Kf7 Rea8 Rh1 h5 Rh2+ Ke3 Rh3+ Kf4 Rh1 e4 Rf2+ Ke3 Rhf1 Nf5 Ke6 Kd4 Kd7 Rxa2,89
22526,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d5 Nc3 dxe4 Nxc6 Qxd1+ Nxd1 bxc6 Bf4 Bd6 Bg3 Nf6 Bc4 O-O Ne3 a5 O-O-O Ba6 Bxa6 Rxa6 Bxd6 cxd6 Rxd6 Rb6 Rhd1 h6 Nd5 Nxd5 R1xd5 Rxb2 Rxa5 Rfb8 Rxc6 R8b5 Rxb5 Rxb5 Kd2 Ra5 Rc4 f5 a4 Kf7 Ke3 g5 g4 f4+ Kxe4 Ra6 Kf3 Ke6 h4 Kd5 Rb4 Kc5 c3 gxh4 Kxf4 h3 Kg3 Rf6 f4 Re6 Kxh3 Re3+ Kh4 Rxc3 Rb5+ Kc6 Kh5 Rc4 Rf5 Rxa4 Kxh6 Kd6 Rf6+ Ke7 g5 Ra3 Kg6 Ra6 Rxa6,87
22527,e4 Nf6 e5 Nd5 f4 Nb6 Nf3 d6 d4 g6 Bd3 Bg7 c3 c5 dxc5 dxe5 fxe5 Nd5 c4 e6 cxd5 exd5 O-O O-O b4 Be6 Nbd2 Nc6 Nb3 Nxb4 Be2 d4 Qd2 Nd5 Nbxd4 Rc8 Nxe6 fxe6 Bc4 Qc7 Bxd5 Qxc5+ Kh1 Qxd5 Qxd5 exd5 Bg5 Bxe5 Be7 Bxa1 Bxf8 Rxf8 Ne5 Rxf1#,54
22528,e3 Nf6 Nc3 Nc6 b3 d5 Bb2 e5 Qb1 d4 Be2 dxc3 dxc3 Bd6 Nf3 O-O O-O Bg4 Re1 Bxf3 Bxf3 h5 Rd1 Ng4 Bxg4 hxg4 h3 Qh4 hxg4 f5 gxf5 Rxf5 g3 Qh3 Rd2 e4 Qf1 Qh5 Qg2 Ne5 c4 Nf3+ Kf1 Rg5 Re2 Rf8 Bd4 Bb4 c3 Ba5 b4 Bb6 Bxb6 axb6 c5 bxc5 bxc5 c6 Rd1 Qg4 Rd6 Nh4 gxh4 Qxg2+ Ke1 Qg1+ Kd2 Rd5+ Rxd5 cxd5 Kc2 Rxf2 Rd2 Rxd2+ Kxd2 Qf2+ Kc1 Qe2 a4 Qd3 a5 Qxc3+ Kd1 Qd3+ Ke1 Qxe3+ Kf1 Qf3+,88
22529,e4 e5 Nf3 Nc6 Nc3 Bc5 Nxe5 Nxe5 d4 Bxd4 Qxd4 d6 f4 c5 Qd5 Nf6 Bb5+ Ned7 Bxd7+ Qxd7 Qd1 O-O O-O Qc6 Qf3 Re8 Re1 b6 Bd2 Bb7 Qg3 Nxe4 Nxe4 Rxe4 Bc3 g6 Rad1 Rae8 Rxe4 Rxe4 a3 Rxf4 Rd2 Rf5 Rxd6 Qc7 Qd3 h6 Rd8+ Kh7 Qd7 Qxd7 Rxd7 Ba6 g3 Rf1+ Kg2 Rf5 Rxa7 Bc4 b3 Be2 Re7 Bf3+ Kh3 h5 Re8 g5 a4 Bg4+ Kg2 f6 Re7+ Kg6 h3 Bf3+ Kh2 Bd5 Rd7 Bc6 Rd6 Rf2+ Kg1 Rg2+ Kf1 Rxc2 Rxc6 Rxc3 Rxb6 Rxg3 a5 Rf3+ Ke2 Rxh3 a6 Rh2+ Kd3 Ra2 Kc4 h4 Kxc5 h3 Re6 g4 b4 h2 Re1 Rxa6 Kb5 Ra2 Kb6 g3 b5 g2,114
22530,e4 c6 d4 d5 Nc3 f6 Nf3 e6 e5 h6 exf6 Qxf6 Bd3 b5 Ne5 Bd6 Bg6+ Kd8 Nf7+ Kc7 Nxh8 e5 Nf7 Qxg6 Nxd6 Qxg2 Ne8+ Kd7 Rf1 Kxe8 Qh5+ g6 Qxe5+ Ne7 Qh8+ Kd7 Qxh6 Kc7 Qh7 Bh3 Qxe7+ Bd7 Bf4+ Kb6 Qd8+ Ka6 Bxb8 Bh3 Kd2 Rxb8 Qxb8 Qg5+ Kd1 Bxf1 Qc7 Qg4+ Ke1 Bc4 Qxc6+ Ka5 Nxd5 Qe2#,62
22531,Nf3 d5 d4 Nf6 Nc3 Nc6 e3 Bg4 h3 Bh5 Bb5 a6 Be2 Bg6 Nh4 e6 Nxg6 hxg6 O-O Bd6 a3 e5 b4 Qd7 b5 axb5 Nxb5 Rxh3 Nxd6+ cxd6 dxe5 Ne4 Bg4 Nc3,34
22532,d4 d5 c3 Nc6 e3 e6 Bb5 Bd7 Bxc6 Bxc6 g3 Be7 f4 Nf6 Nf3 O-O h4 g6 Nbd2 Ne4 Nxe4 dxe4 Ne5 f6 Ng4 f5 Nh6+ Kg7 h5 Kxh6 hxg6+ Kxg6 Qh5+ Kf6 Bd2 Qe8 Qxh7 Rh8 Rh6+ Qg6 Qxg6#,41
22533,d4 Nf6 Nf3 e6 g3 Nc6 Bg2 Nd5 O-O Nde7 c4 d5 b3 g6 Nc3 Bg7 cxd5 Nxd5 Bb2 O-O e4 Nxc3 Bxc3 Bd7 Qc2 e5 d5 Nd4 Qb2 Nxf3+ Bxf3 Re8 Bg2 Qc8 f4 Bh3 fxe5 Bxg2 Kxg2 Qb8 e6 Bxc3 exf7+ Kf8 fxe8=Q+ Kxe8 Qxc3 b5 Qg7 c5 Rf8#,51
22534,d4 d6 Bf4 Nf6 e3 Nc6 Nf3 Bg4 Nbd2 Bxf3 Nxf3 e6 Bb5 d5 Ne5 a6 Nxc6 axb5 Nxd8 Rxd8 Bxc7 Rc8 Be5 Bb4+ c3 Be7 O-O Ne4 Qg4 f6 Qxg7 fxe5 Qxh8+ Kd7 Qxe5 Bd6 Qg7+ Be7 Qxh7 Rf8 f3 Nf6 Qh3 Rf7 e4 Rh7 Qg3 Nh5 Qg6 Rh8 exd5 Nf4 g3 Nxg6 f4 Rg8 Rfe1 Nf8 Kf2 Kd6 h4 Kxd5 Re5+ Kc4 b3+ Kxc3 Rc1+ Kxd4 Rd1+ Kc3 Re3+ Kb2 Rd2+ Ka3 Re4 b4 Rxb4 Kxb4 Rd4+ Ka3 Re4 Bc5+ Re3 Bxe3+ Kxe3 Nd7 Kf3 Nc5 g4 Nd3 Kg3 Nc1 Kh3 Ne2 h5 Nxf4+ Kh4 Rxg4+ Kxg4 Ne2 Kg5 Nd4 h6 e5 Kf6 e4 h7,107
22535,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Nc3 Nge7 Bb5 a6 Bd3 Nxd4 Be3 Ndc6 Qf3 g6 O-O-O Qa5 Kb1 Nb4 a3 Nxd3 Rxd3 Bg7 h4 h5 g4 Bh6 g5 Bg7 Bd2 Bxc3 Bxc3 Qb5 Rhd1 Rf8 Bg7 Rg8 Qf6 d5 exd5 Nxd5 Qe5 Rxg7 Qxg7 Nf4 Qg8+ Ke7 Rd7+ Bxd7 Qxa8 Bc6 Qd8#,55
22536,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bg5 Bf5 Bd3 Bxd3 Qxd3 Be7 O-O O-O Nc3 Nbd7 Rad1 c6 Rfe1 Rc8 Ne5 Re8 Nxd7 Qxd7 Ne2 Qg4 Bxf6 Bxf6 Qd2 Bg5 Qd3 Re7 Ng3 Rce8 Nf5 Rxe1+ Rxe1 Rxe1+ Qf1 Rxf1+ Kxf1 Qxf5 g3,45
22537,e4 g6 f4 Bg7 Nf3 e6 d4 Ne7 Be3 O-O Bc4 c6 c3 d5 exd5 cxd5 Bd3 Nd7 Bd2 f5 O-O Nf6 Ne5 Ne4 Be3 a6 Nd2 b5 a3 Bb7 Ndf3 Qb6 Bxe4 fxe4 Ng5 Qd6 h4 Nf5 Qd2 Nxh4 g4 Qe7 Qh2 h6 Qxh4 hxg5 fxg5 Rxf1+ Rxf1 Bxe5 dxe5 Rf8 Rf6 Rxf6 gxf6 Qh7 Qg3 Kf7 Bc5 g5 Bd6 Qh4 Qxh4 gxh4 Kg2 Bc6 Kh3 Kg6 Bc5 Be8 Kxh4 Bf7 g5 Kf5 Be3 a5 Kg3 a4 Kf2 Bh5,80
22538,c3 e5 d3 d5 g3 c5 Bg2 Nf6 Qb3 Nc6 Bg5 Be6 Bxf6 Qxf6 Qxb7 Rc8 Bxd5 Bxd5 Qxc8+ Nd8 e4 Bc6 Nd2 Be7 Qc7 O-O Ngf3 Bd6 Qxa7 Ne6 Qb6 Ba8 Qxd6 Rd8 Qxe5 Qe7 O-O Rxd3 Nc4 Rd8 Rad1 Rf8 Qf5 g6 Qd5 Qf6 Qe5 Qe7 Ng5 Qxg5 Qxg5 Nxg5 f4 Nxe4 Rfe1,55
22539,e4 b6 Nf3 Bb7 Nc3 e6 Bc4 Nf6 O-O Nxe4 Nxe4 Bxe4 d3 Bb7 Re1 d5 Bb3 c6 Bf4 b5 a3 a5 Qd2 a4 Ba2 Bd6 Re2 Bxf4 Qxf4 O-O Rae1 Nd7 Ng5 h6 Nf3 Nf6 Qg3 Rb8 Bb1 c5 c3 c4 d4 Ne4 Qg4 Qf6 Ne5 Qg5 Rxe4 dxe4 Qxg5 hxg5 Bxe4 Bxe4 Rxe4 f5 Re1 Kh7 Nd7 Rb7 Nxf8+ Kg8 Nxe6 Re7 Re5 Kf7 Nxg5+ Kf6 Rxe7 Kxe7 f4 Kf6 Kf2 g6 Kf3 Kg7 Nh3 Kf6 Nf2 g5 Nd1 g4+ Kg3 Kg6 Ne3 Kh5 Nxf5,87
22540,d4 c6 Nf3 d5 g3 Nf6 Bg2 Nbd7 O-O e6 Nbd2 Be7 c4 b6 Qc2 Bb7 e4 dxe4 Nxe4 Nxe4 Qxe4 O-O Rd1 Rb8 Bf4 c5 Qe2 Rc8 dxc5 bxc5 Ne5 Bxg2 Kxg2 Rc7 Qf3 f6 Nc6 Qe8 Nxe7+ Qxe7 Bxc7 e5 Bd6 Qe6 Bxf8 Nxf8 Qd5 h6 Qxe6+ Nxe6 Rd6 Nd4 Rd7 Kh7 Rxa7 Kg6 Rc7 Kf5 Rxc5 g5 a4 h5 a5 g4 Rc1 Ne2 Re1 Nd4 Rd1 Ne2 a6 Ke6 a7 f5 a8=Q f4 Qd5+ Kf5 Qxe5+ Kg6 Rd6+ Kf7 Rc7+ Kf8 Rd8#,85
22541,b3 e6 Bb2 d5 d4 c5 Nf3 Nf6 e3 cxd4 Bxd4 Nc6 Bxf6 Qxf6 c3 Nb4 cxb4 Qxa1 Bb5+ Bd7 Bxd7+ Kxd7 Qd3 Rc8 Qb5+ Kd8 O-O Qf6 Qxb7 Bd6 Qxa7 Rc7 Qa8+ Rc8 Qa5+ Kd7 Qb5+ Ke7 Nbd2 Rhd8 a4 Rb8 Qd3 Rdc8 Qxh7 g6 Qh4 Qxh4 Nxh4 Rh8 Ndf3 g5 Nxg5 Rxh4 Nf3 Rh6 g4 Rbh8 Kg2 e5 Rh1 e4 g5 Rh5 Ne1 Rxh2+ Kf1 Rxh1+ Ke2 Rxe1+ Kxe1 Ke6 Ke2 Kf5 f3 Kxg5 f4+ Kf5 Kf2 Rh3 Kg2,81
22542,d4 e5 d5 Nf6 c4 Bc5 Nc3 O-O Bg5 h6 Bxf6 Qxf6 e4 Qxf2#,14
22543,e4 Nf6 Nc3 d6 Bc4 g6 Nf3 Bg7 Ng5 O-O h3 Nc6 d3 h6 Nf3 e5 Bd2 a6 Qc1 b5 Bb3 Bd7 Bxh6 b4 Bxg7 Kxg7 Nd5 Nxd5 Bxd5 a5 c3 Rb8 cxb4 Nxb4 O-O Nxd3 Qc3 Nxb2 Rab1 Na4 Rxb8 Qxb8 Qb3 Nc5 Qd1 Nxe4 Bxe4 c6 Bb1 d5 Bc2 e4 Bb3 exf3 Qxf3 Bf5 Qc3+ Kg8 f3,59
22544,d4 g6 Nf3 Bg7 c4 c5 Nc3 cxd4 Nxd4 Nf6 e3 O-O Be2 d5 cxd5 Nxd5 Bd2 e5 Nb3 Nc6 Bf3 Be6 O-O h6 Nc5 Nxc3 Bxc3 Bc8 Qb3 Qe7 Ne4 Kh7 Rad1 f5 Nd6 e4 Be2 Ne5 Nc4 Be6 Bxe5 Bxe5 Qa4 Bg7 b3 a6 Rd2 b5 Qa5 bxc4 Bxc4 Bxc4 bxc4 Rfd8 Rfd1 Bf6 g3 Rxd2 Rxd2 Rd8 Rd5 Rxd5 cxd5 Qd6 Qd2 Bg5 h4,67
22545,Nf3 g6 d4 Bg7 c4 d6 Nc3 Nf6 e3 O-O Be2 Nbd7 O-O Re8 h3 e5 d5 c6 e4 c5 a3 a6 b4 Nb8 bxc5 dxc5 a4 b6 Ba3 Bb7 a5 Nbd7 axb6 Nxb6 Bxc5 Qc7 Bxb6 Qxb6 Rb1 Qc7 Nxe5 Reb8 Nc6 Bxc6 dxc6 Qxc6 Rxb8+ Rxb8 Qd5 Nxd5 exd5 Qd7 Ne4 a5 Nc5 Qc8 Ne4 a4 Ra1 Ra8 Nd6 Qd7 Nb5 Bxa1 Bg4 a3 Bxd7 a2,68
22546,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bb5+ Nbd7 Nc3 e6 O-O Be7 Bf4 e5 Nc6 Qc7 Nxe7 Kxe7 Bg3 Re8 Qd3 a6 Ba4 b5 Bb3 Bb7 a3 Qc6 Rfe1 Nc5 Qe2 Ncxe4 Nxe4 Nxe4 Qxe4 Qxe4 Rxe4 Bxe4 f3 Bb7 Rd1 Red8 Rd3 f6 Bh4 g5 Bg3 d5 c3 Rac8 Kf2 Kd6 h3 Kc5 Bh2 Rd7 g4 Rcd8 f4 e4 Rd2 gxf4 Bxf4 d4 cxd4+ Rxd4 Rxd4 Rxd4 Be3 Bd5 Bxd4+ Kxd4 Kg3 Bxb3 g5 fxg5 h4,79
22547,e4 e5 Nf3 f5 Nxe5 Qf6 d4 d6 Nc4 fxe4 Nc3 c6 Nxe4 Qg6 Bd3 d5 Ned6+ Qxd6 Nxd6+ Bxd6 Qh5+ Kd8 Bg5+ Kc7 Qf7+ Nd7 Qxg7 Nf6 Qxh8 Ne4 Bxe4 dxe4 Qxh7 Kb6 O-O-O Nb8 Qxe4 Bd7 Be3 Kc7 d5 c5 Bf4 Na6 Bxd6+ Kxd6 Qf4+ Ke7 d6+ Kd8 Rhe1 Bc6 Qf8+ Kd7 Qxa8 Nb4 Qxa7 Nd5 Qb8 Bb5 Rxd5 Kc6 Qc7+ Kxd5 d7 Bxd7 Qxd7+ Kc4 b3+ Kb4 Re4+ c4 Qd5 Ka3 Qxc4 Kxa2 Qa4#,77
22548,b3 e5 Bb2 Nc6 Ba3 Nf6 Bxf8 Kxf8 Qc1 Kg8 Qa3 h6 Qb2 Kh7 Qc1 d5 c3 d4 Qc2+ e4 f3 Bf5 g4 exf3 Qxf5+ g6 Qd3 f2+ Kxf2 Nxg4+ Kg2 Qh4 Qh3 Qg5 Na3 Ne3+ Kf2 Ng4+ Ke1 Qf5 Nc4 Qf2+ Kd1 Ne3+ dxe3 dxe3 Qxe3 Rad8+ Kc2 Qh4 Rd1 Rde8 Qg3 Qf6 Qf3 Qg5 Qg3 Qf5+ Qd3 Qg5 Qg3 Qf5+ Qd3 Qf2 Qg3 Qxg3 hxg3 Re4 Nf3 Rxc4 Ne5 Rxc3+,72
22549,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 e5 Nf3 Nf6 Bd3 Bg4 h3 Bh5 Bg5 Be7 Bxf6 Bxf6 g4 Bg6 O-O O-O Re1 Qe7 Qd2 Nc6 Nd5 Qd8 c3 Bh4 Nh2 Ne7 Rf1 Nxd5 exd5 Bxd3 Qxd3 Qb6 b3 Rac8 c4 f5 Nf3 e4 Qd4 Qd8 Nxh4 Qxh4 Qe3 fxg4 hxg4 Qxg4+ Qg3 Qh5 Rae1 Rce8 Re3 Rf4 Qxf4 Qg6+ Rg3 Qh5 Qxd6 Qf5 Qc7 b5 Qxg7#,69
22550,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 c3 O-O Bb3 d5 Qe2 d4 h3 h6 Nbd2 Re8 Nf1 Bf8 g4 Be6 Bc2 Nd7 Ng3 f6 Nh4 dxc3 bxc3 Bc5 Nhf5 Nf8 h4 Ng6 Nh5 Bf8 Qf3 Nce7 Qg3 c5 g5 Bxf5 exf5 Nf4 Nxf4 exf4 Qxf4 Nd5+ Kf1 Nxf4 Bxf4 Qe7 Be3 Qe5 d4 cxd4 cxd4 Qb5+ Kg1 Rxe3 fxe3 Re8 gxh6 gxh6 Bb3+ Kh7 Be6 Qe2 Rh3 Re7 Rg3 Rg7 Rxg7+ Kxg7,74
22551,e4 d5 exd5 Nf6 c4 e6 dxe6 Bc5 exf7+ Kxf7 Nf3 Re8+ Be2 Nc6 O-O Kg8 Re1 Ne4 d4 Nxd4 Nxd4 Bxd4 Rf1 Nxf2 Rxf2 Qf6 Qf1 Bd7 Nc3 Rf8 Bf3 Bxf2+ Qxf2 Bc6 Bd5+ Bxd5 Qxf6,37
